,Provider Name,Procedures,Provider State,Region,Count_of_services,Charges,Payment,Cluster_23
2804,TENNOVA HEALTHCARE-NEWPORT MEDICAL CENTER,23,1,1,1202,274567.2620741001,102404.05492169998,1
2805,TERRE HAUTE REGIONAL HOSPITAL,79,1,1,4219,2808286.164018899,599148.4436006999,15
2806,TERREBONNE GENERAL MEDICAL CENTER,95,1,1,5041,2940552.311846541,770468.7823308702,2
2807,TEXAS COUNTY MEMORIAL HOSPITAL,27,1,1,1588,212208.01243889995,119472.6676031,1
2808,TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,90,1,1,4826,2879722.5324087013,742858.00825067,2
2809,TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY PLAN,5,1,1,1015,136787.519168,44071.0889915,12
2810,TEXAS HEALTH HARRIS METHODIST FORT WORTH,117,1,1,9623,3867080.873899702,978546.0313516503,13
2811,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,30,1,1,833,412392.7294815,152162.16218109996,1
2812,TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,39,1,1,1418,860814.3218046,212708.63919170006,20
2813,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,5,1,1,1042,132859.16065099998,40839.4301676,12
2814,TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHWEST F,67,1,1,2924,1937402.7680439001,423404.8172289802,6
2815,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,40,1,1,2359,560598.3959806002,190156.42111378,1
2816,TEXAS HEALTH HARRIS METHODIST HURST-EULESS-BEDFORD,89,1,1,4628,2587150.9069372006,602207.5271900402,15
2817,TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON,6,1,1,115,158611.27157500002,30471.390500999998,12
2818,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,115,1,1,15536,3936077.5358269997,967101.8322931998,13
2819,TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,32,1,1,1359,577593.5764265001,147078.00169286,1
2820,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,81,1,1,3737,2944443.068872,624071.5450977802,15
2821,TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,18,1,1,341,551169.9841,121483.075937,1
2822,TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,41,1,1,3197,577166.9805792002,175467.71732336,1
2823,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,86,1,1,3679,2335811.3326332006,523402.9746645399,15
2824,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,36,1,1,1569,676623.2310616,186799.2338492,1
2825,TEXAS HEALTH PRESBYTERIAN HOSPITAL-WNJ,89,1,1,4421,2856508.8315873994,664538.8305291303,2
2826,TEXAS ORTHOPEDIC HOSPITAL,7,1,1,2334,242114.04332599998,55398.924877100006,12
2827,TEXAS REGIONAL MEDICAL CENTER AT SUNNYVALE,40,1,1,1033,1678493.90819,446996.24235600006,6
2828,TEXAS SPINE AND JOINT HOSPITAL,13,1,1,6470,202364.7044574,52790.2990314,12
2829,TEXOMA MEDICAL CENTER,94,1,1,6095,2820240.6244267994,734522.6431785403,2
2830,TEXSAN HEART HOSPITAL,7,1,1,174,254818.76258,47034.924369,12
2831,THE CENTER FOR SPINAL SURGERY,3,1,1,315,106930.93927,36258.98658,12
2832,"THE FAUQUIER HOSPITAL, INC",71,1,1,6037,1285624.9712380003,447175.87008334004,6
2833,THE FINLEY HOSPITAL,66,1,1,6150,694356.97347606,269199.57756602997,20
2834,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,22,1,1,907,432725.866881,121867.26867900002,1
2835,THE HEART HOSPITAL BAYLOR PLANO,29,1,1,1774,803678.4284608,201208.9293109,1
2836,THE HOSPITAL AT WESTLAKE MEDICAL CENTER,13,1,1,613,168127.25701699997,84981.75807005998,12
2837,THE MCDOWELL HOSPITAL,38,1,1,2730,294585.4563715999,167784.00825192,1
2838,THE MEDICAL CENTER AT BOWLING GREEN,112,1,1,9674,2548965.901776999,835864.9518529802,2
2839,THE MEDICAL CENTER OF SOUTHEAST TEXAS,56,1,1,2319,1783120.8741673003,325296.73632841,6
2840,THE MONROE CLINIC,48,1,1,14301,561843.7458554799,185679.41228312004,20
2841,THE NEBRASKA MEDICAL CENTER,120,1,1,30482,3631967.1638657087,1155926.9690285102,11
2842,THE NEBRASKA METHODIST HOSPITAL,106,1,1,14985,2927003.3968303306,777822.9393405902,2
2843,THE NEUROMEDICAL CENTER HOSPITAL,5,1,1,848,139555.41914900002,34939.0757052,12
2844,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,8,1,1,1112,284249.809613,62959.96066239999,12
2845,THE ORTHOPEDIC SPECIALTY HOSPITAL,5,1,1,532,88574.1849847,40957.55582690001,12
2846,THE QUEENS MEDICAL CENTER,103,1,1,10292,2958708.8021684997,1153036.5572627601,13
2847,THE REGIONAL MEDICAL CENTER OF ACADIANA,55,1,1,2028,2256188.414749981,414269.3013666,6
2848,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,106,1,1,151142,5266734.712449499,1299364.9122127893,9
2849,THEDA CLARK MED CTR,56,1,1,3314,570354.1848823798,299899.0379114701,20
2850,THIBODAUX REGIONAL MEDICAL CENTER,80,1,1,6685,2223531.4277116,579175.4972963101,15
2851,THOMAS HOSPITAL,79,1,1,5039,1748971.1134604,486622.46165362006,15
2852,THOMAS JEFFERSON UNIVERSITY HOSPITAL,118,1,1,17860,6164505.609287578,1335005.8353015503,5
2853,THOMAS MEMORIAL HOSPITAL,88,1,1,6017,1490930.7339006998,508211.8271428601,15
2854,THOMASVILLE MEDICAL CENTER,32,1,1,1348,377066.21098879987,166322.39074804998,1
2855,THOREK MEMORIAL HOSPITAL,48,1,1,7733,663239.6499593501,326919.7159400301,20
2856,THREE RIVERS COMMUNITY HOSPITAL,66,1,1,7726,1288940.8297649198,400790.4999215899,6
2857,THREE RIVERS HEALTH,27,1,1,1253,255647.1053558,123710.31919013002,1
2858,THREE RIVERS MEDICAL CENTER,45,1,1,1840,751144.1634761302,152722.28008312007,20
2859,TIFT REGIONAL MEDICAL CENTER,90,1,1,9211,2462106.6024986375,689275.9998684402,2
2860,TIMPANOGOS REGIONAL HOSPITAL,15,1,1,555,182490.68252669997,50706.46267197,12
2861,TIPPAH COUNTY HOSPITAL,20,1,1,448,146116.3719426,122858.86908900001,12
2862,TISHOMINGO HEALTH SERVICES INC,27,1,1,1142,238875.29834490002,100901.38562575,1
2863,TITUS REGIONAL MEDICAL CENTER,53,1,1,6693,664308.21106592,280841.38807580003,20
2864,TITUSVILLE HOSPITAL,26,1,1,1523,135365.12984026,143043.40117342997,1
2865,TLC HEALTH NETWORK,24,1,1,1000,124259.27684420001,82592.01761303999,1
2866,TOLEDO HOSPITAL THE,115,1,1,19167,4843518.419281699,964915.2605577301,13
2867,TOMBALL REGIONAL MEDICAL CENTER,86,1,1,6131,2705557.9814667,604090.17449863,15
2868,TOPPENISH COMMUNITY HOSPITAL,10,1,1,160,153272.77670669998,61599.973196299994,12
2869,TOPS SURGICAL SPECIALTY HOSPITAL,4,1,1,412,101635.71794,39253.7939877,12
2870,TORRANCE MEMORIAL MEDICAL CENTER,108,1,1,11228,6791267.238548898,1024494.3763109201,5
2871,TOUCHETTE REGIONAL HOSPITAL INC,23,1,1,796,234864.52213465003,135408.34011592,1
2872,TOURO INFIRMARY,72,1,1,16294,2657429.365627771,567365.54266751,15
2873,TOWN & COUNTRY HOSPITAL,39,1,1,1560,1133197.9554372,206550.7543058299,20
2874,TRACE REGIONAL HOSP AND SWING BED,20,1,1,621,182537.0799766,93264.85003459001,12
2875,TREASURE VALLEY HOSPITAL,2,1,1,122,59378.33837500001,21484.482,12
2876,TRI COUNTY HOSPITAL - WILLISTON,8,1,1,139,38792.2303824,26619.021497,12
2877,TRI LAKES MEDICAL CENTER,21,1,1,860,211447.4918953,73372.62961145001,12
2878,TRI-CITY MEDICAL CENTER,91,1,1,6522,3837613.9559400007,860031.3378961104,2
2879,TRI-CITY REGIONAL MEDICAL CENTER,45,1,1,1624,1704363.3028445002,413049.8112266201,6
2880,TRIDENT MEDICAL CENTER,117,1,1,12519,5490912.627571397,954031.7952860204,5
2881,TRINITAS REGIONAL MEDICAL CENTER,77,1,1,2500,4653024.317030001,902922.4718429999,13
2882,TRINITY BETTENDORF,44,1,1,3572,558721.2625163,201910.63140294002,20
2883,TRINITY HOSPITAL OF AUGUSTA,41,1,1,2911,757129.2005951,203932.43271103007,20
2884,TRINITY HOSPITALS,81,1,1,11731,1316428.1559908001,607750.70500126,15
2885,TRINITY MEDICAL CENTER,103,2,2,7509,5887772.7123077,903057.4489031204,10
2886,TRINITY MEDICAL CTR EAST&TRINITY MEDICAL CTR WEST,92,1,1,8844,1276978.7156548009,571671.0149837799,15
2887,TRINITY MUSCATINE,32,1,1,1992,336651.1325033999,158708.75058262993,1
2888,TRINITY REGIONAL MEDICAL CENTER,71,1,1,7739,1237277.6294244002,412320.81236434006,6
2889,TRINITY ROCK ISLAND,122,1,1,14395,2155889.3254747,836765.4071219204,2
2890,TRMC OF ORANGEBURG & CALHOUN,80,1,1,13286,2437138.058192699,668082.46880093,15
2891,TROY REGIONAL MEDICAL CENTER,29,1,1,1482,460028.95607856003,153841.1024183,1
2892,TRUMAN MEDICAL CENTER HOSPITAL HILL,61,1,1,17070,705579.50473556,466319.55736619997,6
2893,TRUMAN MEDICAL CENTER LAKEWOOD,25,1,1,2359,127943.11927944997,96522.86979634999,1
2894,TRUMBULL MEMORIAL HOSPITAL,90,1,1,5184,2473636.4487389005,501082.57985662983,15
2895,TRUSTPOINT HOSPITAL,4,1,1,70,40410.137477,22842.11451,12
2896,TUALITY COMMUNITY HOSPITAL,40,1,1,13342,661638.8651689899,210397.69141563,20
2897,TUBA CITY REGIONAL HEALTH CARE CORPORATION,14,1,1,267,179851.57973199998,121975.83498000001,12
2898,TUCSON MEDICAL CENTER,112,1,1,6848,3098616.3015675,959782.14398198,13
2899,TUFTS MEDICAL CENTER,114,1,1,86968,2988355.674159201,1452912.2336151497,3
2900,TULANE MEDICAL CENTER,80,1,1,36283,3820953.3825352797,810295.25114688,11
2901,TULARE REGIONAL MEDICAL CENTER,43,1,1,1744,1077465.8425021,364764.14574391,20
2902,TULSA SPINE & SPECIALTY HOSPITAL,7,1,1,838,161121.9708565,41947.8892938,12
2903,TUOMEY HEALTHCARE SYSTEM,90,1,1,8271,1615750.0748171604,612492.1624315197,15
2904,TURNING POINT HOSPITAL,1,1,1,91,3720.4395600000003,3291.3186809999997,12
2905,TWIN CITIES COMMUNITY HOSPITAL,64,1,1,2812,4117390.3580334997,420652.05876198993,15
2906,TWIN CITIES HOSPITAL,34,1,1,1643,1327956.9682685002,142866.34883879003,20
2907,TWIN COUNTY REGIONAL HOSPITAL,54,1,1,2781,795230.0385493098,290557.0700685299,20
2908,TWIN LAKES REGIONAL MEDICAL CENTER,31,1,1,2051,392876.1221243,150565.06529449997,1
2909,TWIN RIVERS REGIONAL MEDICAL CENTER,48,1,1,3719,1035358.9401932004,214960.34022372,20
2910,TYLER COUNTY HOSPITAL,17,1,1,449,146665.42734670002,79709.13795300001,12
2911,TYLER MEMORIAL HOSPITAL,29,1,1,1177,269573.02071209997,95338.7935157,1
2912,UAMS MEDICAL CENTER,102,1,1,87636,2134710.399644682,945700.8932379499,3
2913,UCSF MEDICAL CENTER,109,1,1,137390,8012192.434168059,1880707.6106243297,9
2914,UH GEAUGA MEDICAL CENTER,68,1,1,7634,1575267.5847437899,404945.72037637985,6
2915,UHHS BEDFORD MEDICAL CENTER,59,1,1,2802,1156815.2598136999,292555.4209085599,6
2916,UHHS RICHMOND HEIGHTS HOSPITAL,51,1,1,3111,742569.772617,283333.18251440994,20
2917,UINTAH BASIN MEDICAL CENTER,15,1,1,563,72777.7540754,48621.31743126,12
2918,UKIAH VALLEY MEDICAL CENTER/HOSPITAL D,45,1,1,2421,958717.2812752998,306100.36924803,20
2919,UMASS MEMORIAL MEDICAL CENTER INC,125,1,1,147177,3756769.411544658,1510368.6038881594,9
2920,UMC OF SOUTHERN NEVADA,75,1,1,23798,3139793.7957522906,762526.80377698,2
2921,UMDNJ UNIVERSITY HOSPITAL,62,1,1,16766,2894431.7652928997,825115.4698728598,15
2922,UNDERWOOD - MEMORIAL HOSPITAL,97,1,1,7820,5262786.733224941,716171.77587518,13
2923,UNICOI COUNTY MEMORIAL HOSPITAL,19,1,1,400,175581.27272399998,124783.15624100002,12
2924,UNION GENERAL HOSPITAL,28,1,1,2010,222516.86888073996,127613.13876634999,1
2925,UNION HOSPITAL,67,1,1,7511,484615.16463765,297465.64547885006,20
2926,UNION HOSPITAL INC,117,1,1,11366,2928880.143788011,882552.3984409899,13
2927,UNION HOSPITAL OF CECIL COUNTY,61,1,1,2393,642505.7664399999,604581.2180940001,6
2928,UNION MEMORIAL HOSPITAL,90,1,1,4260,1411398.7609249996,1331694.224461999,2
2929,UNIONTOWN HOSPITAL,77,1,1,4334,648356.6269138,429747.60924252996,6
2930,"UNITED HEALTH SERVICES HOSPITALS, INC",112,1,1,33599,2110975.920296631,872528.3395529598,11
2931,UNITED HOSPITAL,111,1,1,12791,3870187.680809001,982878.29639224,13
2932,UNITED HOSPITAL CENTER,106,1,1,9189,1602056.1520052003,734915.2680689201,2
2933,UNITED HSPTL SYS,91,1,1,8749,1977655.5549044998,603584.8764908297,15
2934,UNITED MEDICAL CENTER,48,1,1,3673,1148961.0289065002,362060.62954459985,20
2935,UNITED MEMORIAL MEDICAL CENTER,43,1,1,1764,428322.5913673699,189304.52556647002,1
2936,UNITED REGIONAL HEALTH CARE SYSTEM,103,1,1,8795,3301162.8145899996,869237.4160485402,2
2937,UNITED REGIONAL MEDICAL CENTER,26,1,1,2017,136555.04580493,94168.38203479999,1
2938,UNITY HEALTH CENTER,53,1,1,2977,646036.5893271101,280372.15711007005,20
2939,UNITY HOSPITAL,79,1,1,3688,2145776.5535885002,529553.7491797,15
2940,UNITY HOSPITAL OF ROCHESTER,82,1,1,10466,1132176.42475231,605155.8234955799,15
2941,UNITY MEDICAL AND SURGICAL HOSPITAL,9,1,1,576,111154.86503099998,39301.59606550001,12
2942,UNIV OF SOUTH ALABAMA MEDICAL CENTER,21,1,1,1245,208601.847411,150938.59720363002,1
2943,UNIVERSITY GENERAL HOSPITAL,21,1,1,1112,681105.8430256001,144130.49624495997,1
2944,UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND  CLINICS,102,1,1,116515,2174936.5533199296,1065444.269454,3
2945,UNIVERSITY HEALTH SYSTEM,51,1,1,8035,1132586.50405519,565046.19152656,6
2946,UNIVERSITY HOSPITAL,118,1,1,13541,2934191.1811099006,926298.6656298797,13
2947,UNIVERSITY HOSPITAL ( STONY BROOK ),116,1,1,11236,4860451.3026714,1622233.6890644396,5
2948,UNIVERSITY HOSPITAL AND MEDICAL CENTER,77,1,1,4473,3841561.958791101,519279.02536764997,15
2949,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),92,1,1,34711,1855688.4241528998,1395439.0498375199,11
2950,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,116,1,1,42122,3151434.7614236996,1311509.3103388997,16
2951,"UNIVERSITY HOSPITAL, INC",116,1,1,39731,3277506.9383335514,1370095.7474620405,16
2952,UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER,25,1,1,494,564168.26515,135020.153102,1
2953,UNIVERSITY HOSPITALS OF CLEVELAND,119,1,1,69865,3511657.8800694784,1269379.0016589412,16
2954,UNIVERSITY MEDICAL CENTER,112,3,3,14184,5489632.733916101,1567846.4951787002,7
2955,UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,55,1,1,2937,1568101.11307203,412258.38023369,6
2956,UNIVERSITY MEDICAL CENTER AT PRINCETON,98,1,1,7319,3814828.1538280984,753029.31601747,2
2957,UNIVERSITY MEDICAL CENTER OF EL PASO,40,1,1,4257,681431.72130942,289941.17755561,20
2958,UNIVERSITY MEDICAL CENTER-MESABI/ MESABA CLINICS,46,1,1,3130,458712.52443017997,209767.47313951998,20
2959,UNIVERSITY OF ALABAMA HOSPITAL,115,1,1,16490,4214485.1070649,1159019.93288854,13
2960,"UNIVERSITY OF ARIZONA MEDICAL CTR- SOUTH CAM, THE",31,1,1,21238,289813.41549640003,124829.58244226,1
2961,"UNIVERSITY OF ARIZONA MEDICAL CTR-UNIVERSIT, THE",104,1,1,33455,4140437.698608861,1348047.1947636798,16
2962,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,115,1,1,125081,9943475.8096172,1678208.5114684703,22
2963,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,76,1,1,92286,4969313.53949878,907997.35991466,3
2964,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,105,1,1,47870,3648043.664228791,1394057.4729026593,16
2965,UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT,110,1,1,139866,4628678.057180899,1291582.1555171998,9
2966,UNIVERSITY OF ILLINOIS HOSPITAL,91,1,1,82913,2662822.4498694995,1106815.9029124,3
2967,UNIVERSITY OF IOWA HOSPITAL & CLINICS,115,1,1,119706,3445458.471215099,1308799.7541663705,9
2968,UNIVERSITY OF KANSAS HOSPITAL,111,1,1,51501,4740102.681175503,1082513.8258963893,16
2969,UNIVERSITY OF KENTUCKY HOSPITAL,119,1,1,20332,3675238.599883898,1342107.7274519198,11
2970,UNIVERSITY OF LOUISVILLE HOSPITAL,68,1,1,9228,1979733.6819957998,525391.5972699999,15
2971,UNIVERSITY OF MARYLAND MEDICAL CENTER,91,1,1,4637,1886574.4859789994,1780190.3331700005,13
2972,UNIVERSITY OF MIAMI HOSPITAL,108,1,1,14951,6375177.610399059,1071904.42935063,5
2973,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,122,1,1,44989,4123514.3055559704,1685760.3189921018,16
2974,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",105,1,1,73800,4018003.2759435987,1367383.3060293498,22
2975,UNIVERSITY OF MISSISSIPPI MED CENTER,106,1,1,17128,3106324.7954051006,1176259.2206674097,11
2976,UNIVERSITY OF MISSOURI HEALTH CARE,108,1,1,101564,3015138.212398381,982855.3017071201,3
2977,UNIVERSITY OF NORTH CAROLINA HOSPITAL,118,1,1,69264,2462708.5459662387,1420294.414557391,3
2978,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER,45,1,1,30676,839898.2258867701,205248.37858209992,20
2979,UNIVERSITY OF TEXAS MEDICAL BRANCH GAL,92,1,1,19743,2372748.3541378295,1512358.47263236,11
2980,UNIVERSITY OF TN MEMORIAL HOSPITAL,112,1,1,16331,2936254.8746595983,941527.8580962196,11
2981,UNIVERSITY OF TOLEDO MEDICAL CENTER,110,1,1,39698,3506176.2580097,1199812.9338572898,16
2982,UNIVERSITY OF VIRGINIA MEDICAL CENTER,118,1,1,155759,3915092.2999019697,1431902.4046564,9
2983,UNIVERSITY OF WASHINGTON MEDICAL CTR,85,1,1,85571,2124247.0847824,1128667.2220107198,3
2984,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,115,1,1,149784,3210625.368562971,1482762.4470447302,9
2985,UNM HOSPITAL,91,1,1,68851,2029012.8096126004,1026752.9148317497,3
2986,UPMC BEDFORD,19,1,1,1219,111983.4111675,59032.233279600005,12
2987,UPMC HAMOT,96,1,1,10119,4456101.719733365,941595.6378675197,13
2988,UPMC HORIZON,70,1,1,8091,961840.3241771,317403.7096469401,6
2989,UPMC MCKEESPORT,77,1,1,3623,1511576.9517105,594288.0549294404,15
2990,UPMC MERCY,91,1,1,7163,2422526.881401781,897010.1369285,2
2991,UPMC NORTHWEST,74,1,1,6189,770927.55513767,332647.74416570005,6
2992,UPMC PASSAVANT,103,1,1,8232,2957512.363152901,665807.1064119303,2
2993,UPMC PRESBYTERIAN SHADYSIDE,128,1,1,67084,7711818.76068656,1304056.0603685798,22
2994,UPMC ST MARGARET,95,1,1,10960,2460671.3576901094,705391.1566912298,2
2995,UPPER CHESAPEAKE MEDICAL CENTER,91,1,1,4734,1110914.9360900004,1049670.2308130001,2
2996,UPPER VALLEY MEDICAL CENTER,73,1,1,4779,2041589.6600167004,473194.58550212,15
2997,UPSON REGIONAL MEDICAL CENTER,52,1,1,4479,652854.6523557801,257685.64108894995,20
2998,UPSTATE CAROLINA MEDICAL CENTER,51,1,1,2758,874814.3273146001,208288.08857078,20
2999,USMD HOSPITAL  AT FORT WORTH LP,3,1,1,94,158265.184074,44489.998135199996,12
3000,USMD HOSPITAL AT ARLINGTON L P,9,1,1,413,254987.151385,61760.56952700001,12
3001,UT SOUTHWESTERN UNIVERSITY HOSPITAL,93,1,1,21136,3527400.7852004007,970957.8718464504,11
3002,UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY,16,1,1,2127,273057.77788580005,85111.04139997,12
3003,UTAH VALLEY REGIONAL MEDICAL CENTER,84,1,1,6095,1784297.9104928,688162.8887358296,15
3004,UVA HEALTH SCIENCES CENTER,1,1,1,18,211922.0,50552.611110000005,12
3005,UVALDE MEMORIAL HOSPITAL,32,1,1,3819,310980.7454329,125691.64701410002,1
3006,UW HLTH PARTNERS - WATERTOWN REGIONAL MEDICAL CTR,33,1,1,15641,306925.57473358,131563.99907331,1
3007,VAIL VALLEY MEDICAL CENTER,12,1,1,1060,165004.47621790002,88106.62113808002,12
3008,VAL VERDE REGIONAL MEDICAL CENTER,38,1,1,1548,574811.0340433998,206701.0168353,1
3009,VALDESE GENERAL HOSPITAL INC,40,1,1,10320,689515.6200776001,169947.30016416995,20
3010,VALLEY FORGE MEDICAL CENTER AND HOSPITAL,1,1,1,154,4368.506494,4244.298701,12
3011,VALLEY GENERAL HOSPITAL,22,1,1,1414,138691.09334659998,59728.402019379995,12
3012,VALLEY HOSPITAL,123,2,2,22675,5795215.045673799,1441020.5424747602,0
3013,VALLEY HOSPITAL MEDICAL CENTER,92,1,1,4483,6077010.513116798,899951.5359335897,13
3014,VALLEY MEDICAL CENTER,101,1,1,21371,2933051.5992240994,924657.0502475302,11
3015,VALLEY PRESBYTERIAN HOSPITAL,79,1,1,10246,3445001.0647244,916182.5243511,2
3016,VALLEY REGIONAL MEDICAL CENTER,73,1,1,3975,4175247.756943101,679486.6776667701,2
3017,VALLEY VIEW HOSPITAL ASSOCIATION,22,1,1,1539,357953.2760483999,131634.70775269996,1
3018,VALLEY VIEW MEDICAL CENTER,45,2,2,3517,1249382.9429455004,305165.39732398995,17
3019,VALLEY VIEW REGIONAL HOSPITAL,46,1,1,4110,586503.7983979,257503.83263920003,20
3020,VALLEYCARE MEDICAL CENTER,57,1,1,2738,4549036.536451502,656826.9664207003,2
3021,VAN WERT COUNTY HOSPITAL,23,1,1,2497,221245.53401378996,119351.16658454003,1
3022,VANDERBILT UNIVERSITY HOSPITAL,124,1,1,99526,4329465.826385747,1245995.9798806205,22
3023,VASSAR BROTHERS MEDICAL CENTER,114,1,1,11342,4189612.7142479,992625.9655472701,13
3024,VAUGHAN REG MED CENTER PARKWAY CAMPUS,68,1,1,3855,1816274.1496905002,513620.8015539398,6
3025,VENICE REGIONAL MEDICAL CENTER,112,1,1,19882,4109045.9810332,780928.4944569502,11
3026,VENTURA COUNTY MEDICAL CENTER,38,1,1,11418,968262.5333749001,284761.10949833016,20
3027,VERDE VALLEY MEDICAL CENTER,51,1,1,4575,2380467.6087334002,568872.02140932,6
3028,VERDUGO HILLS HOSPITAL,58,1,1,2929,1400124.8495922005,308247.7791705301,6
3029,"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",72,1,1,7953,4041425.756162199,646361.06806425,2
3030,VHS HARLINGEN HOSPITAL COMPANY LLC,107,1,1,9949,3651804.6841281005,957444.8764560099,13
3031,VIA CHRISTI HOSPITAL PITTSBURG INC,51,1,1,9244,933530.4002246002,277625.21970063006,20
3032,VIA CHRISTI HOSPITAL WICHITA ST TERESA INC,19,1,1,374,455374.98841,96870.467219,1
3033,VIA CHRISTI HOSPITALS WICHITA INC,116,1,1,18081,3759057.3051371,954098.60192042,11
3034,VICTOR VALLEY COMMUNITY HOSPITAL,21,1,1,505,618861.5268829002,182622.70455219,1
3035,VIERA HOSPITAL,6,1,1,84,172049.03995,38018.472523000004,12
3036,VILLAGE HOSPITAL,25,1,1,1596,372024.67199690006,159161.73254075,1
3037,"VILLAGES REGIONAL HOSPITAL, THE",115,1,1,9076,3119659.8438456007,741673.4232519502,2
3038,VIRGINIA HOSPITAL CENTER - ARLINGTON,112,1,1,11843,2226040.8706840994,880706.82865255,2
3039,VIRGINIA MASON MEDICAL CENTER,92,1,1,101541,1950600.95833989,922140.86759729,3
3040,VIRGINIA REGIONAL MEDICAL CENTER,27,1,1,1372,231004.41750830002,125443.25210736002,1
3041,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,105,1,1,7339,6371802.605331,920074.3915576597,5
3042,VIRTUA WEST JERSEY HOSPITALS BERLIN,117,1,1,18749,7140086.084139498,1033053.7251311596,5
3043,VISTA MEDICAL CENTER EAST,98,1,1,6447,4308790.417123897,762652.0063101697,13
3044,VOLUNTEER COMMUNITY HOSPITAL,30,1,1,1530,654987.1744996001,130727.46590210001,1
3045,W O MOSS REGIONAL MEDICAL CENTER,8,1,1,810,5842.035594859999,5124.83251707,12
3046,W W HASTINGS INDIAN HOSPITAL,10,1,1,131,71716.25343699999,67865.202198,12
3047,WACCAMAW COMMUNITY HOSPITAL,89,1,1,10361,1664133.5183256995,453973.2799527901,15
3048,WADLEY REGIONAL MEDICAL CENTER,82,1,1,4081,2201483.6659070016,590875.6370779502,15
3049,WAGONER COMMUNITY HOSPITAL,18,1,1,810,130085.90845160003,75349.89090500001,12
3050,WAHIAWA GENERAL HOSPITAL,24,1,1,570,267252.15673580003,171842.85142303995,1
3051,"WAKEMED, CARY HOSPITAL",87,1,1,4570,2315411.6726399995,572146.0186257197,15
3052,"WAKEMED, RALEIGH CAMPUS",120,1,1,37716,3759358.876606921,1069835.9833896698,16
3053,WALKER BAPTIST MEDICAL CENTER,65,1,1,2882,1623135.9572254,401562.35213324,6
3054,WALLA WALLA GENERAL HOSPITAL,25,1,1,1792,333874.13100436,97729.70166940003,1
3055,WALLACE THOMSON HOSPITAL,37,1,1,2074,501481.9361860001,155767.89694361002,1
